Row,PFD,OFD
BIO0001_I,0.486288412787243,0.486288412787243
BIO0002_I,1.93300345247386,1.93300345247386
BIO0003_I,0.0796624085934965,0.0796624085934965
BIO0004_I,0,0
BIO0005_I,0.124287562327822,0.118614944597653
BIO0006_I,0.149209454960555,0.159121524842135
BIO0007_I,0.0306732580829703,0.0506632580832047
BIO0008_I,0.054781804424364,0.054781804424364
BIO0009_I,0.0247452662732202,0.0247452662732202
BIO0010_I,0.359065328818057,0.359065328818057
BIO0011_I,0.0484171091464987,0.0429265070799829
BIO0012_I,-0.0117664172825016,-0.0136389810601258
BIO0013_I,0.068026989805162,0.0661269628288892
BIO0014_I,0.0106733580831815,0.0306733580831633
BIO0015_I,3.59065328818057e-05,3.59065328818057e-05
BIO0100_I,0,0
BIO0101_I,0.0139696216607366,0.0139696216607366
BIO0102_I,0,0
BIO0103_I,0,0
BIO0104_I,0.00670342036191564,0.00670342036191527
BIO0105_I,0,0
BIO0106_I,0.338392286795405,0.338392286795405
BIO0107_I,0,0
DGR0001_I,10.44309637486,10.7417311980364
DGR0002_I,1.32059664864116,1.19398194328951
DGR0003_I,0.207101403420136,0.228644891060649
DGR0004_I,0.563405499732916,0.622013115227776
DGR0005_L,0.268283989560605,0.296191926048709
DGR0006_L,2.07630862118538,2.29229426097196
DGR0007_L,2.07630862118538,2.29229426097196
DGR0008_L,10.44309637486,10.7417311980364
DGR0009_L,1.32059664864116,1.19398194328951
DGR0010_L,0.207101403420136,0.228644891060649
DGR0011_L,0.0568431011221921,0.0627561399826295
DGR0012_I,0.0568431011221921,0.0627561399826295
DGR0013_L,0.0172977271230954,0.0190971034881574
DGR0014_L,0.00264347243934395,0.0190971034881574
DGR0015_L,0.0172977271230954,0.0190971034881574
DGR0016_I,0.00264347243934395,0.0190971034881574
DGR0017_I,0.0172977271230954,0.0190971034881574
DGR0018_L,0.201225333233974,0.22215756936513
DGR0019_I,0.201225333233974,0.22215756936513
DGR0020_L,0.0482350467670908,0.0532526425762235
DGR0021_I,0.0616538070729436,0.0680672741414018
DGR0022_L,0.0134187603058528,0.0148146315651783
DGR0023_I,0.0134187603058528,0.0148146315651783
DGR0024_I,0.0134187603058528,0.0148146315651783
DGR0025_L,0.00540484925368795,0.0059670825421773
DGR0026_I,0.00540484925368795,0.0059670825421773
DGR0027_L,0.28195440552249,0.311284391462949
DGR0028_I,0.28195440552249,0.311284391462949
DGR0029_E,0,0
DGR0029_L,0.0018749066849304,0.00206994171765768
DMN0001_I,0,0
DMN0002_I,0.000878701637128848,0
DMN0005_I,0,0
DMN0006_I,0.000886263049665104,0.000886263049665104
DMN0007_I,0,0
DMN0008_I,0.0090261851660387,0.0090261851660387
DMN0009_I,0,0
DMN0015_I,0,0
DMN0017_I,0,0
DMN0018_I,0,0
DMN0020_I,0,0
DMN0021_I,0,0
DMN0022_I,0,0
DMN0023_I,0,0
DMN0024_I,0.00614566271588536,0.00614566271588536
DMN0025_I,0.01,0.01
DMN0026_I,0.000920503667089179,0.000920503667089179
DMN0027_I,0,0
DMN0030_I,0,0
DMN0031_I,0.156253000093525,0.169560280780883
DMN0032_I,0,0
DMN0033_I,0,0
DMN0034_I,0.00963135025000004,0.00963135025000003
DMN0035_I,0.000368649749999963,0.000368649749999968
DMN0038_I,0,0
DMN0039_I,0,0
DMN0040_I,0,0
DMN0041_I,0,0
DMN0042_I,0.000432130047315875,0.00218875261884577
DMN0043_I,0,0
DMN0044_I,0.00231384314910604,0.00231386440636692
DMN0046_I,0,0
DMN0047_I,0.00440136577180776,0.00440136577180776
DMN0048_I,0,0
DMN0054_I,0,0
DMN0055_I,0,0
DMN0057_I,0,0
DMN0058_I,0.00813644303389083,0.00813644303389083
DMN0059_I,0,0
DMN0060_I,0,0.00999999999999091
DMN0061_I,0,0.00999999999999091
DMN0062_I,0,0
DMN0063_I,0.01,0.01
DMN0064_I,0,0
DMN0065_I,0.01,0.01
DMN0066_I,0.00999999999999091,0.00999999999999091
DMN0067_I,0,0
DMN0068_I,0.01,0.01
DMN0072_I,0.101056956217543,0.101056956217543
DMN0073_I,0,0
DMN0075_I,0.01,0.01
DMN0077_I,0.01,0.01
DMN0078_I,0,0
DMN0080_I,0,0.01
DMN0082_I,0.01,0.01
DMN0083_I,0.0122421639760213,0.0122421639760213
DMN0084_I,0,0
DMN0085_I,0,0
DMN0086_I,0,0
DMN0100_I,0,0
DMN1001_I,0,0
DMN1004_I,0.00999999999999091,0.00999999999999091
DMN1005_I,0,0
DMN1006_I,0.00999999999999091,0.00999999999999091
DMN1007_I,0.00999999999999091,0.00999999999999091
EX00001_E,0.498597311844605,1.33343816275044
EX00002_E,0,0
EX00007_E,-14.8147287963743,-16.1681011557181
EX00009_E,1.23048353838726,1.28103909978745
EX00011_E,12.7476660273547,13.6339602563639
EX00014_E,4.52036927601267,5.01534866097404
EX00016_E,0,0
EX00018_E,0,0
EX00019_E,0,0
EX00020_E,0,0
EX00021_E,0.208053914610923,0.220993492528782
EX00022_E,0,0
EX00025_E,0,0
EX00026_E,0,0
EX00027_E,0,0
EX00031_E,0,0
EX00032_E,0,0
EX00033_E,0,0
EX00037_E,0,0
EX00041_E,0,0
EX00042_E,1.0029737064884,0.539944644573831
EX00047_E,0.33371764458002,0.349846392681102
EX00048_E,0,0
EX00049_E,0,0
EX00051_E,0,0
EX00054_E,0,0
EX00058_E,0.753587047979899,1.15370305734522
EX00059_E,0.0146160868116379,0.0145882005375127
EX00061_E,0,0
EX00062_E,0.240350889845006,0.269594106308059
EX00064_E,0,0
EX00065_E,0,0
EX00067_E,0.0149562151818428,0.014521758529988
EX00068_E,0,0
EX00072_E,0,0
EX00073_E,0,0.000669133766976471
EX00074_E,0,0
EX00075_E,0,0
EX00077_E,0,0
EX00078_E,0.0684758978692004,0.070655912202454
EX00079_E,0.155917804203325,0
EX00080_E,0.565189172220698,0.356604961013431
EX00081_E,0,0
EX00082_E,0,0
