Row,OFD,PFD
RC02251_I,0.060942749,0.030250435
RC02265_I,0.01,0.01
RC02266_I,0,0.00E+00
RC02269_I,0,0.00E+00
RC02286_I,0,0
RC02288_I,0,0
RC02294_I,0.007464691,0.00783344
RC02295_I,-0.01,0.00E+00
RC02297_I,0.001388938,0.001966147
RC02323_I,0.007464691,0.00783344
RC02326_I,0,0
RC02331_I,0,0
RC02335_I,0.030872187,0.030872187
RC02364_I,0,0
RC02367_I,-0.000920504,-0.000920504
RC02382_I,0,0
RC02383_I,0,0
RC02389_I,0.000829211,0.000829211
RC02396_I,0.01,0
RC02397_I,0.01,0.01
RC02464_I,0.01,0.01
RC02466_I,0,0
RC02478_I,0,0
RC02484_I,0.056025865,0.046954018
RC02485_I,0.056025865,0.046953018
RC02493_I,0,0
RC02497_I,0,0
RC02519_I,0.01,0.01
RC02521_I,0.011856302,0.011856302
RC02529_I,0,0
RC02531_I,0,0.00E+00
RC02541_I,0.01,0.01
RC02543_I,0.00E+00,0.00E+00
RC02556_I,0.051279524,0.052222646
RC02557_I,0.01,0
RC02577_I,0,0.00E+00
RC02619_I,0.00E+00,0
RC02640_I,0.01,0.01
RC02665_I,0,0
RC02668_I,0.00E+00,0
RC02670_I,0.00180081,1.50E-06
RC02678_I,0,0
RC02687_I,0,0.01
RC02695_I,-2.904450478,0
RC02697_I,2.904450478,0
RC02701_I,0,0
RC02719_I,0,0.001965147
RC02731_I,0.01,0.01
RC02732_I,0.01,0.01
RC02736_I,0.01,0.01
RC02737_I,0.011198191,0.011198191
RC02739_I,0.01,0
RC02740_I,0.266825266,0.213886666
RC02743_I,0,0
RC02746_I,0,0
RC02748_I,0.051279524,0.052223646
RC02749_I,0.178411606,0.150969331
RC02750_I,0.00360205,0.00360205
RC02757_I,0.01,0.01
RC02778_I,0.011198191,0.011198191
RC02869_I,0.00036775,0.00036775
RC02902_I,0,0
RC02908_I,0,0
RC02914_I,0,0
RC02918_I,0.054125212,0.054125212
RC02957_I,-0.00360062,-0.00180081
RC02976_I,0.02036775,0.01
RC02978_I,0.034957451,0.033756758
RC03004_I,0,0
RC03005_I,0.01,0.01
RC03018_I,0.002313943,0.002313943
RC03020_I,0.01,0.01
RC03038_I,0.247545931,0.247545931
RC03055_I,0,0
RC03057_I,0.01,0.01
RC03058_I,0.010864225,0.010864225
RC03104_I,0.00E+00,0.00E+00
RC03105_I,-0.010021349,0.01
RC03106_I,0.01,0
RC03161_I,0.002943197,0.002943197
RC03181_I,0.01,0.01
RC03219_I,0.00072079,0.00072079
RC03245_I,0.313413155,0.313413155
RC03269_I,0.002313943,0.002313943
RC03283_I,0.01,0.01
RC03284_I,0.01,0.01
RC03300_I,0,0
RC03302_I,0,0
RC03315_I,0.01,0.01
RC03321_I,0.044424668,0.018657376
RC03332_I,0,0
RC03336_I,0.012732154,0.012732154
RC03346_I,0.01,0
RC03348_I,1.00E-06,1.00E-06
RC03361_I,0.01,0.01
RC03362_I,0.01,0.01
RC03363_I,0.01,0.01
RC03376_I,6.24E-05,6.24E-05
RC03393_I,0,0
