Row,Hypodermis,Gonad,Glia,Pharynx,Body_wall_muscle,Neurons
BIO0001_I,0,0,0,0,0,0
BIO0001_X,0.486288412787243,0.486288412787239,0.486288427113322,0.486288412787243,0.486288427113323,0.486288412786573
BIO0002_I,0,0,0,0,0,0
BIO0002_X,1.91405669000065,1.69966706550758,1.9140567155906,1.91405664969002,1.69966712511369,1.9330034519711
BIO0003_I,0,0,0,0,0,0
BIO0003_X,0.0796624125823659,0.079662391165793,0.0796622616289499,0.0796624084227145,0.0796622616289501,0.0796624084226047
BIO0004_I,0,0,0,0,0,0
BIO0004_X,0.00686974758705354,0.00686974758705339,0,0,0,0
BIO0005_I,6.82121026329696e-13,-0.00636713861679452,-0.0146120844490345,0.0121159671279562,0.194506256102367,0.0551096969571314
BIO0005_X,-0.0153193762824841,-0.0225739940997453,-0.0341980691461946,-0.0362031716282589,-0.226830427936515,-0.081970945724895
BIO0006_I,0.065450971833534,0.0651437248757107,0.0601846313074142,0.0798822860780427,0.0206707871953957,0.0529811336184885
BIO0006_X,0.0499412051895317,0.059388527005311,0.0352074758031806,0.0355098177498239,0.0747213199152292,0.0424109702034687
BIO0007_I,0.00999999999544343,0.00999999999908074,0.00999999999589951,0.00999999999908074,0.00999999999521672,0.00999999999590727
BIO0007_X,0.000673366269459484,0.000673358447003995,0.0106733584469883,0.0199251028635362,0.0206733584481196,0.0106733580794458
BIO0008_I,0,0,0,0,0,0
BIO0008_X,0.0547818464431523,0.0547818062961482,0.0547818062961488,0.0547818044085871,0.0547818062961488,0.0547818044085117
BIO0009_I,0,0,0,0,0,0
BIO0009_X,0.0247454643409822,0.0247454342970013,0.0247452641498894,0.0247452664477032,0.0247452641498894,0.0247452664476691
BIO0010_I,-0,0,0,0,0,0
BIO0010_X,0.360262381907928,0.360261947187248,0.358051021543449,0.359127376820348,0.358051021543449,0.359127376820349
BIO0011_I,0.0171585485918058,0.012434853142028,0.0516717029571339,0.0295114071754845,-0.0129495267492276,0.0164905668131141
BIO0011_X,0.0325919809129856,0.0373156472310414,-0.0119212025856466,0.0202390918283961,0.0527000271207108,0.0232599321879932
BIO0012_I,6.82121026329696e-13,6.82121026329696e-13,-0.00487069481634482,6.82121026329696e-13,6.82121026329696e-13,6.82121026329696e-13
BIO0012_X,-0.00510645876128277,-0.00964704423952872,-0.0113993563820649,-0.00802906816744967,-0.0107747239453982,-0.00895374958925456
BIO0013_I,0,-0.00318356930873832,-0.00487069481634482,0.00605798356363705,0.0972531280508425,0.0275548484782246
BIO0013_X,-0.00510645876060065,-0.00646347493010828,-0.0113993563820649,-0.0140870517304046,-0.108027851995559,-0.0365085980678202
BIO0014_I,-9.09494701772928e-13,-9.09494701772928e-13,-9.09494701772928e-13,-9.09494701772928e-13,-9.09494701772928e-13,-9.09494701772928e-13
BIO0014_X,0.0106733662689956,0.0106733584469942,0.0106733584469899,0.0106733580792332,0.0106733584469944,0.0106733580792185
BIO0015_I,0,0,0,0,0,0
BIO0015_X,3.59127376820349e-05,3.59127376603957e-05,3.59127376820349e-05,3.59127376820348e-05,3.59127376820348e-05,3.59127376820349e-05
BIO0100_I,0,0,0,0,0,0
BIO0100_X,0,0,0,0,0,0
BIO0101_I,0,0,0,0,0,0
BIO0101_X,0.0011350053041572,0.00113457058348485,0.0419088649822082,0.0419088649822097,0.358051011000903,0.0139696216607363
BIO0102_I,0,0,0,0,0,0
BIO0102_X,0,0,0,0,0,0
BIO0103_I,0,0,0,0,0,0
BIO0103_X,0.0410264353277274,0.359127376603763,0,0,0,0
BIO0104_I,0,0,0,0,0,0
BIO0104_X,0,0,0,0.00711348299970299,0,0.00711348300296812
BIO0105_I,0,0,0,0,0,0
BIO0105_X,0.318100941276044,0,0,0,0,0
BIO0106_I,0,0,0,0,0,0
BIO0106_X,0,0,0.316142156561245,0.310105028838436,1.05425469402978e-08,0.338044272156645
BIO0107_I,0,0,0,0,0,0
BIO0107_X,0,0,0,0,0,0
DGR0001_I,3.96845185113976,4.3036029675669,6.75741711973947,3.95458337068353,4.80666749266802,4.36708917214914
DGR0002_I,0.501090979128231,0.543410051498522,0.916478575272728,0.499339825098521,0.511644519598527,0.53105280669792
DGR0003_I,0.0785831503702578,0.085219801529674,0.143725943374738,0.0783085271857064,0.0951814683722765,0.0864769532221381
DGR0004_I,0.213780198365558,0.231834763430182,0.390996804533273,0.213033104381764,0.258934811005638,0.235254760426031
DGR0005_L,0.101798446294468,0.110395719036064,0.186185940100624,0.101442693014382,0.123300294664581,0.11202426266719
DGR0006_L,0.787840496969851,0.854376675820081,1.44093381497557,0.785087244330105,0.954248016163983,0.866980332068155
DGR0007_L,0.787840496969851,0.854376675820081,1.44093381497557,0.785087244330105,0.954248016163983,0.866980332068155
DGR0008_L,3.96845185113976,4.3036029675669,6.75741711973947,3.95458337068353,4.80666749266802,4.36708917214914
DGR0009_L,0.501090979128231,0.543410051498522,0.916478575272728,0.499339825098521,0.511644519598527,0.53105280669792
DGR0010_L,0.0785831503702578,0.085219801529674,0.143725943374738,0.0783085271857064,0.0951814683722765,0.0864769532221381
DGR0011_L,0.0215687092855436,0.0233902702539263,0.0394484450525862,0.0214933334880253,0.0261244479385214,0.0237353205510299
DGR0012_I,0.0215687092855436,0.0233902702539263,0.0394484450525862,0.0214933334880253,0.0261244479385214,0.0237353205510299
DGR0013_L,0.00656349918025583,0.00711781208625709,0.0120044196125615,0.00654056183251411,0.00794984022266215,0.0072228131464598
DGR0014_L,0.00656349918025583,0.00711781208625709,0.0120044196125615,0.00654056183251411,0.00794984022266215,0.0017608682006595
