Row,Hypodermis,Gonad,Glia,Pharynx,Body_wall_muscle,Neurons
BIO0001_I,0,0,0,0,0,0
BIO0001_X,0.486288412787243,0.48628841278724,0.486288439958577,0.486288412787243,0.486288439867914,0.486288412787243
BIO0002_I,0,0,0,0,0,0
BIO0002_X,1.91405669000065,1.69966742687829,1.91405675822596,1.91405664969003,1.69966716689958,1.93300345197378
BIO0003_I,0,0,0,0,0,0
BIO0003_X,0.0796624125823659,0.0796624125823654,0.0796624128739026,0.0796624084227151,0.0796624128590499,0.0796624084227155
BIO0004_I,0,0,0,0,0,0
BIO0004_X,0.00686974758705303,0.00686974758705294,0,0,0,0
BIO0005_I,6.82121026329696e-13,-0.00613898567301256,-0.00875409190333903,0.102505767041252,0.344564413706658,0.0972655393135511
BIO0005_X,-0.0146708596068388,-0.022573994099745,-0.036722057493352,-0.125733957706954,-0.3817653601458,-0.12568426595624
BIO0006_I,0.0675131293278138,0.0651437941544026,0.0575861457492946,0.066382271794659,-0.0303670840351463,0.0463897646248805
BIO0006_X,0.0478790476952701,0.0593885270053104,0.0378059634044971,0.0490098320332177,0.125759193188979,0.0490023391989226
BIO0007_I,0.00999999999544343,0.0099999999990813,0.00999999999908119,0.00999999999954515,0.00999999999521634,0.00999999999908074
BIO0007_X,0.000673366269459484,0.0106633662677907,0.010673358675607,0.0206733580794515,0.0206733586767337,0.0106733580803701
BIO0008_I,0,0,0,0,0,0
BIO0008_X,0.0547818464431523,0.0547818464431519,0.0547818074695221,0.0547818044085872,0.054781807469522,0.0547818044085873
BIO0009_I,0,0,0,0,0,0
BIO0009_X,0.0247454643409822,0.0247454643409821,0.0247452678302859,0.0247452664477026,0.024745267825673,0.0247452664477021
BIO0010_I,-0,0,0,0,0,0
BIO0010_X,0.360262381907928,0.360262381907926,0.359127376441387,0.359127376603837,0.359127376603828,0.359127376441393
BIO0011_I,0.0183268284741584,0.0129419799061964,0.049073217214862,0.0227614000343563,-0.0403670840267215,0.0131948823143824
BIO0011_X,0.031423701030633,0.036808549598141,-0.00932271599195743,0.0269890989695248,0.0801175852496228,0.026555616687462
BIO0012_I,6.82121026329696e-13,6.82121026329696e-13,-0.00291803063444634,6.82121026329696e-13,6.82121026329696e-13,6.82121026329696e-13
