Row,PFD
BIO0001_I,8.76911421041213
BIO0002_I,35.0281868830481
BIO0003_I,1.43653184033888
BIO0004_I,0.0571428571428052
BIO0005_I,0.297208109815301
BIO0006_I,2.94576827343826
BIO0007_I,0.217360984027096
BIO0008_I,0.987866579175392
BIO0009_I,0.446226659146856
BIO0010_I,6.47503631671537
BIO0011_I,1.57575057983672
BIO0012_I,-0.0986520433737041
BIO0013_I,0.197930076594503
BIO0014_I,0.212469997087055
BIO0015_I,0.000647503631671537
BIO0100_I,0
BIO0101_I,0
BIO0102_I,0
BIO0103_I,0
BIO0104_I,0
BIO0105_I,2.9872370297875
BIO0106_I,3.48779928692786
BIO0107_I,0
DGR0001_I,62.4317269229935
DGR0002_I,7.88316863754421
DGR0003_I,1.23627096124536
DGR0004_I,3.3631923648182
DGR0005_L,1.60149424476851
DGR0006_L,12.3943151159994
DGR0007_L,12.3943151159994
DGR0008_L,62.4317269229935
DGR0009_L,7.88316863754421
DGR0010_L,1.23627096124536
DGR0011_L,0.339319164930715
DGR0012_I,0.339319164930715
DGR0013_L,0.103257039231391
DGR0014_L,0.103257039231391
DGR0015_L,0.103257039231391
DGR0016_I,0.103257039231391
DGR0017_I,0.103257039231391
DGR0018_L,1.20119435231164
DGR0019_I,1.20119435231164
DGR0020_L,0.287934251761176
DGR0021_I,0.368036189401762
DGR0022_L,0.0801019376405867
DGR0023_I,0.0801019376405867
DGR0024_I,0.0801019376405867
DGR0025_L,0.0322637030551065
DGR0026_I,0.0322637030551065
DGR0027_L,1.68309841549225
DGR0028_I,1.68309841549225
DGR0029_E,0
DGR0029_L,0.0111920665497474
DMN0001_I,0
DMN0002_I,0
DMN0005_I,0
DMN0006_I,0.000886263049665104
DMN0007_I,0
DMN0008_I,0.00970120581980834
DMN0009_I,0.00999999999999091
DMN0015_I,0
DMN0017_I,0
DMN0018_I,0
DMN0020_I,0
DMN0021_I,0
DMN0022_I,0
DMN0023_I,0
DMN0024_I,0
DMN0025_I,0
DMN0026_I,0
DMN0027_I,0.00886702019931818
DMN0030_I,0
DMN0031_I,0
DMN0032_I,0
DMN0033_I,0
DMN0034_I,0
DMN0035_I,0.01
DMN0038_I,0
DMN0039_I,0
DMN0040_I,0
DMN0041_I,0
DMN0042_I,0.00999999999999091
DMN0043_I,0
DMN0044_I,0.00231629386687615
DMN0046_I,0
DMN0047_I,0.00440136577162775
DMN0048_I,0.01510901306
DMN0054_I,0
DMN0055_I,0
DMN0057_I,0.01
DMN0058_I,0.00813644303389083
DMN0059_I,0.00999999999999091
DMN0060_I,0.00999999999999091
DMN0061_I,0.00999999999999091
DMN0062_I,0.01
DMN0063_I,0.01
DMN0064_I,0.01
DMN0065_I,0.01
DMN0066_I,0.00533017027993377
DMN0067_I,0
DMN0068_I,0.01
DMN0072_I,0.61749104547182
DMN0073_I,0.01
DMN0075_I,0
DMN0077_I,0
DMN0078_I,0
DMN0080_I,0.925776010141254
DMN0082_I,0.01
DMN0083_I,0.00471221408910976
DMN0084_I,0
DMN0085_I,0
DMN0086_I,0
DMN0100_I,0
DMN1001_I,0
DMN1004_I,0.00999999999999091
DMN1005_I,0
DMN1006_I,0.00999999999999091
DMN1007_I,0.00999999999999091
EX00001_E,16.8820112286764
EX00002_E,0
EX00007_E,-96.1532284251662
EX00009_E,8.74142157464689
EX00011_E,72.8868193282137
EX00014_E,21.3538352166256
EX00016_E,0
EX00018_E,0
EX00019_E,0
EX00020_E,0.00036864975
EX00021_E,0
EX00022_E,0
EX00025_E,0
EX00026_E,0
EX00027_E,2.54918760515035
EX00031_E,0
EX00032_E,0.000407694766640357
EX00033_E,0
EX00037_E,0
EX00041_E,0
EX00042_E,1.07708722124683
EX00047_E,0.744535991065481
EX00048_E,0
EX00049_E,0
EX00051_E,0
EX00054_E,0
EX00058_E,5.03994004547729
EX00059_E,1.06633583993145
EX00061_E,0.0283727805675858
EX00062_E,0
EX00064_E,0
EX00065_E,0
EX00067_E,0.03
EX00068_E,0
EX00072_E,0
EX00073_E,0.976201449429197
EX00074_E,0
EX00075_E,0
EX00077_E,0
EX00078_E,0.294827266992644
EX00079_E,0
EX00080_E,11.6492582245746
EX00081_E,0
EX00082_E,0
EX00084_E,0
EX00086_E,1.40230502715967
EX00089_E,0
EX00093_E,0
EX00094_E,0
EX00095_E,0
EX00097_E,0
EX00099_E,0
EX00101_E,0
EX00106_E,2.75732487721038
EX00108_E,0.00359951964
EX00109_E,0
EX00111_E,0
EX00114_E,0
EX00116_E,0
EX00121_E,0
EX00122_E,0
EX00123_E,1.18921636647379
EX00124_E,0
EX00127_E,0
EX00130_E,0
EX00132_E,0
EX00133_E,0
EX00134_E,0.00594692656999459
EX00135_E,0.273945842745331
EX00137_E,0
EX00140_E,0.033580955740535
EX00141_E,0
EX00143_E,0
EX00147_E,0
EX00148_E,0
EX00149_E,0
EX00152_E,1.43247676041157
EX00153_E,0.00272252736998954
EX00156_E,0
EX00157_E,0
EX00158_E,0
EX00159_E,0
EX00160_E,0
EX00162_E,0
EX00163_E,0
EX00164_E,10.4099258681533
EX00166_E,0.45713825949896
EX00167_E,0
EX00170_E,0.02
EX00178_E,0.0410445255152563
EX00181_E,0
EX00183_E,0
EX00185_E,0
EX00186_E,0.00774673638999295
EX00187_E,0
EX00188_E,0
EX00189_E,0
EX00191_E,0
EX00194_E,0.00336554485429017
EX00197_E,0
EX00208_E,0
EX00212_E,0
EX00214_E,0.234180622990202
EX00219_E,0.000294878327681672
EX00233_E,0
EX00239_E,0
EX00242_E,2.50008213411391
EX00243_E,0
EX00245_E,0
EX00249_E,0
EX00250_E,0.000566767592494475
EX00253_E,0.00669089675996772
EX00255_E,0.0246510801875196
EX00256_E,0
EX00257_E,0
EX00259_E,0
EX00262_E,0
EX00266_E,0.0274418495396115
EX00268_E,0
EX00272_E,0
EX00288_E,0
EX00294_E,0
EX00295_E,0.02547756280999
EX00299_E,0
EX00301_E,0
EX00311_E,0
EX00314_E,0.00080881014054453
EX00315_E,0
EX00318_E,0.0100000000000002
EX00320_E,0
EX00322_E,0
EX00328_E,0
EX00329_E,0
EX00330_E,0
EX00334_E,0
EX00344_E,0
EX00346_E,0
EX00350_E,0
EX00352_E,0
EX00354_E,0
EX00355_E,0.00588306366999629
EX00366_E,1.98425604743459
EX00376_E,0
EX00378_E,0.0130177437088843
EX00379_E,0
EX00385_E,0.0392405076576877
EX00387_E,0
EX00388_E,0.00309117711999798
EX00398_E,0
EX00402_E,0
EX00407_E,0
EX00422_E,0
EX00427_E,0
EX00429_E,0.00627912522993527
EX00437_E,0
EX00438_E,0
EX00439_E,0
EX00440_E,0
EX00455_E,0
EX00459_E,0
EX00469_E,0.0018574020500892
EX00473_E,0
EX00475_E,0
EX00483_E,0.000865125319940981
EX00486_E,0
EX00504_E,0
EX00506_E,0
EX00523_E,0
EX00526_E,0
EX00532_E,0
EX00534_E,0.00141843535075001
EX00535_E,0
EX00544_E,0
EX00546_E,0.0139682693898661
EX00559_E,0
EX00565_E,0
EX00575_E,0
EX00577_E,0
EX00583_E,0
EX00584_E,0
EX00588_E,0
EX00631_E,0
EX00632_E,0
EX00642_E,0
EX00643_E,0
EX00655_E,0
EX00669_E,0
EX00670_E,0
EX00671_E,0
EX00695_E,0.00124953103107024
EX00696_E,0
EX00704_E,0
EX00708_E,0
EX00719_E,0.0153299702799909
EX00750_E,0
EX00777_E,0
EX00780_E,0.00185720204999831
EX00785_E,0
EX00794_E,0
EX00811_E,0
EX00818_E,0
EX00853_E,0.00155188319741634
EX00864_E,0
EX00881_E,0
EX00906_E,0.00627912522999429
EX00909_E,0
EX00940_E,0
EX00942_E,0
EX00954_E,0.0399998999999867
EX00979_E,0
EX01060_E,0
EX01083_E,0
EX01103_E,0
EX01132_E,0
EX01137_E,0
EX01161_E,0
EX01179_E,0.287470637005348
EX01181_E,0.00737798663999493
EX01185_E,0
EX01194_E,0
EX01205_E,0.00658554460121104
EX01326_E,0.0184536580586653
EX01419_E,0
EX01530_E,0
EX01595_E,0.126004925177712
EX01613_E,0
EX01697_E,0
EX01717_E,0
EX01755_E,0.0117997098200614
EX01762_E,0
EX01801_E,0
