Row,PFD,OFD
EX00704_E,0,0
EX00708_E,0,0
EX00719_E,0.0155641812816259,0.0175310148768628
EX00750_E,0,0
EX00777_E,0,0
EX00780_E,0.00193926522507995,0.00193926522507995
EX00785_E,0,0
EX00794_E,0,0
EX00811_E,0,0
EX00818_E,0,0
EX00853_E,0,0
EX00864_E,2.16840434497101e-19,2.16840434497101e-19
EX00881_E,0,0
EX00906_E,0,0
EX00909_E,0,0
EX00940_E,0,0
EX00942_E,0,0
EX00954_E,0.000554429837879117,0.000554429837879117
EX00979_E,0.00843661900088978,0.0184882288345939
EX01060_E,0,0
EX01083_E,0,0
EX01103_E,0.014705895811878,0.000260481425586658
EX01132_E,0,0
EX01137_E,0,0
EX01161_E,0,0
EX01179_E,1.51788304147971e-18,0.10843180872783
EX01181_E,0,0
EX01185_E,0,0
EX01194_E,0,0
EX01205_E,0,0.00359734768754508
EX01326_E,0,0
EX01419_E,0,0
EX01530_E,0,0
EX01595_E,0,0.01
EX01613_E,0,0
EX01697_E,0,0
EX01717_E,0,0
EX01755_E,0.00164817524242298,0.00164817524243285
EX01762_E,0,0
EX01801_E,0,0
EX01879_E,0,0
EX01885_E,0,0
EX01888_E,0,0
EX01921_E,6.92777286981199e-05,6.92777286981193e-05
EX01996_E,0,0
EX02076_E,0,0
EX02094_E,0,0
EX02165_E,0.00196683359446493,0.00196683359455614
EX02188_E,0,0
EX02415_E,0,0
EX02470_E,0,0
EX02505_E,0.0119668335945451,0.0119668335945453
EX02512_E,0,0
EX02630_E,0,0
EX02642_E,0,0
EX02679_E,0.0028341519680143,0.0145324899341815
EX02737_E,0,0
EX02763_E,0,0
EX02918_E,0.00415177752555711,0.00415177752559794
EX02946_E,0,0
EX03197_E,0.0136150088365135,0.0136150088365419
EX03284_E,0,0.0135973476877463
EX03722_E,0,0
EX03758_E,0.000293948412297235,0.000293948412297235
EX03793_E,0,0
EX03917_E,-0,-0
EX04227_E,0.00193926522499,0.00193926522507995
EX04230_E,0,0
EX04317_E,0.0180559097258949,0.0180459103157165
EX04598_E,0,0
EX04677_E,6.50521303491303e-19,0
EX04722_E,3.67297662699225e-05,3.67297662699224e-05
EX04853_E,0,0
EX05100_E,0,0.00164817524242296
EX05122_E,0,0
EX05127_E,0,0
EX05332_E,0,0
EX05335_E,0,0
EX05356_E,0,0
EX05402_E,0,0
EX05422_E,0,0
EX05455_E,0,0
EX05512_E,0,0
EX05519_E,0,0.00999999999999091
EX05635_E,0,0
EX05684_E,0,0.00438143635246294
EX05688_E,0,0
EX05697_E,0,0
EX05787_E,0.00133575184630747,0.00133575184630747
EX05828_E,0,0
EX05852_E,0,0.00999999999999712
EX05984_E,0,0.00524552293018201
EX06232_E,0.00342761643397781,0.00444517676406177
EX06341_E,0,0
EX06424_E,0.0415876137184245,0
EX11061_E,0,0
EX11135_E,-0,-0
EX11499_E,0,0
EX14818_E,0,0
EX14819_E,0,0
EX15519_E,0.00124953103106806,0.00124953103107017
EX15520_E,0,0
EX15610_E,0.000242317207621281,0.000242317207621281
EX17337_E,0,0
EX17339_E,0,0
EX18125_E,0,0
EX18126_E,0.000556547170666256,0.000556547170755685
EXC0001_E,0,0
EXC0013_E,0.000426188328882755,0.000458750259448015
EXC0050_L,-2.13094164441378,-2.29375129724008
EXC0051_L,0.315026241078538,0.539674396731195
EXC0052_L,0,0.211109360343057
EXC0053_L,0,0
EXC0054_L,0,0
EXC0055_L,0,0
EXC0056_L,0.0149187228715969,0.00457675212312561
EXC0057_L,0,0
EXC0058_L,0,0
EXC0059_L,0,0
EXC0060_L,0,0
EXC0063_L,0,0
EXC0065_L,0,0
EXC0072_L,0,4.44089209850063e-16
EXC0135_E,0,0
EXC0141_E,0.00718478815526096,0.00524552293018277
EXC0142_L,0,0
EXC0152_E,0,0
EXC0159_E,0,0.01
EXC0160_E,0,0
EXC0161_E,0,0
EXC0162_E,0,0
EXC0163_E,0,0.00164817524242448
EXC0174_E,0,0
EXC0181_E,0,0
EXC0201_E,0,0
EXC0202_E,0,0
EXC0203_E,0,0
EXC0207_E,0,0
EXC0208_E,0,0
EXC0210_E,0,0.00471575909671912
EXC0211_E,0.00465276645874214,0
EXC0213_E,0,0
EXC0214_E,0.00414187030537001,0.0024936950629568
EXC0216_E,0.00226078200684689,0.00327556866412525
EXC9998_E,0.411819746311462,0.443283878658655
EXC9999_E,0.20590987315573,0.221641939329328
RC00004_I,3.45986615392146,3.69055679513202
RC00009_I,0.094694270328818,0.552826284563914
RC00010_I,0.00999999999976353,0.00999999999993406
RC00028_I,0.00141148191195134,0.00141148191195134
RC00032_I,0,0
RC00078_I,0.00227449955794334,0.00227449955795045
RC00089_I,0.00999999999953616,0.00999999999999801
RC00093_I,0.219700180966724,0.209702418596431
RC00100_I,0.57376729784782,0.758887736761965
RC00102_I,0.361612471362802,0.519081913384807
RC00103_I,0,0
RC00115_I,0.0100000000000255,0.00999999999999623
RC00127_I,2.97622529398475,3.22985762144378
RC00137_I,-0.00835182475715065,-0.00835182475759554
RC00138_I,0,0
RC00155_I,0,0
RC00156_I,0.203769341854901,0.226620189243783
RC00158_I,0.106718957331998,0.130025648653394
RC00160_I,0.0143876428269971,0.0156229179525241
RC00161_I,0.0099999999999999,0.0099999999999999
RC00174_I,0,0
RC00177_I,0.284132177259507,0.237570115957936
RC00178_I,0.0108483782499176,0.0108483782499179
RC00181_I,0.00999999999953616,0.00999999999999268
RC00183_I,0,0
RC00185_I,0.0213748633021044,0.00999999999999446
RC00188_I,0.01,0.01
RC00190_I,0.00999999999999999,0.01
RC00191_I,0.00999999999953616,0.00999999999999801
RC00192_I,0.100141095328556,0.0449553590352065
RC00199_I,0.01,0.0099999999999989
RC00200_I,0.01,0.690215929975738
RC00220_I,0,0
RC00233_I,0,0
RC00235_I,0,0.00999999999999912
RC00238_I,0,-0.00999999999999088
RC00251_I,0.00999999999998735,0.00999999999999979
RC00253_I,0.00999999999953616,0.00999999999999623
RC00256_I,0.00999999999953616,0.00999999999999446
RC00257_I,0.00999999999953616,0.00999999999999979
RC00261_I,0,0
RC00267_I,0,0.00999999999999446
RC00274_I,0.0100000000000255,0.00999999999999623
RC00275_I,0,0
RC00277_I,0,0
RC00278_I,0,0
RC00286_I,0.00225337169319125,0.00289974942262893
RC00287_I,0,0
RC00289_I,0.11376057691719,0.113951110714138
RC00291_I,0.0144843281136096,0.0144843281136555
RC00293_I,0,0
RC00306_I,0.00141148191194951,0.00141148191195062
RC00328_I,0,0
RC00330_I,3.28999127509725,4.09873436519958
RC00332_I,0.0447470741092282,0.0447470741096909
RC00335_I,0.00999999999953616,0.00999999999999623
RC00342_I,-0.832400648018906,-0.0336575579184802
RC00352_I,0.00999999999953616,0.00999999999999623
RC00355_I,0,0.00999999999981966
RC00359_I,0.00365755791883693,0.00365755791884392
RC00366_I,0.00999999999999956,0.01
RC00369_I,-0.00999999999999091,0
RC00383_I,0,0
RC00416_I,0,0
RC00417_I,-0.101056952841933,-0.101056952842027
RC00424_I,0.01,0.0099999999999999
RC00426_I,0,0
RC00431_I,-0.818743090100533,-0.00999999999982037
RC00434_I,0.00999999999953616,0.00999999999999801
RC00471_I,0,0
RC00475_I,0.00999999999997314,0.00999999999999956
RC00485_I,0,0
RC00489_I,0,0
RC00494_I,0.00999999999953616,0.00999999999999801
RC00497_I,0.00999999999953616,0.00999999999999801
RC00507_I,0,0
RC00508_I,0,0
RC00509_I,0,0
RC00511_I,0.259054016952077,0.247845531265505
RC00512_I,-0.0516724225834086,-0.0771651681436367
RC00513_I,0,0
RC00525_I,0,0
RC00527_I,0,0
RC00529_I,0,0
RC00548_I,0,0
RC00549_I,1.00068331623515e-05,0
RC00551_I,0.0986977040027472,0.0987729569836777
RC00554_I,0.00999999999999046,0.00999999999996604
RC00570_I,-0.0416724225834099,-0.057165168143637
RC00571_I,0.01,0.0099999999999989
RC00573_I,0,0.00999999999999845
RC00575_I,0,0.00999999999999912
RC00578_I,0.00999999999953616,0.00999999999999801
RC00582_I,0.614543468946314,0.85441415011672
RC00585_I,0,0.00999999999999002
RC00602_I,0,0
RC00619_I,0,0
RC00631_I,0,9.99909351619144e-06
RC00650_I,0.00999999999953616,0.0099999999999989
RC00658_I,0.979175654464065,0.807698527832572
RC00662_I,0,0
RC00669_I,-0.00999999999999091,-0.00999999999999091
RC00670_I,0.00999999999953616,0.00999999999996604
RC00678_I,0,0
RC00685_I,0,0
RC00694_I,0.150444733271161,0.190849869768578
RC00698_I,0.00999999999999068,0.00999999999999091
RC00699_I,0,0
RC00703_I,0,0
RC00710_I,0,0
RC00711_I,0.356524552413914,0.516766372056927
RC00720_I,0,0
RC00722_I,0.00999999999999024,0.00999999999999091
RC00731_I,0,0
RC00734_I,0.0265227862717206,0.13593381866626
RC00736_I,0,0
RC00748_I,0.00999999999953616,0.155208984361253
RC00751_I,0.233578814630849,0.242591680563763
RC00754_I,0,-0.00793058101612181
RC00765_I,0,0.0276495151398641
RC00768_I,0.00043022855649446,0
RC00782_I,0,0
RC00801_I,0,0
RC00842_I,0,0
RC00847_I,0.0792049201156381,0.0925268851286785
RC00851_I,0.0888784765018223,0.0842094983304608
RC00867_I,0,0
RC00875_I,0,0
RC00885_I,0.15503718877224,0.155037188772451
RC00888_I,0.01,0.01
RC00893_I,0,0
RC00894_I,0.00999999999953616,0.00999999999999801
RC00895_I,0.00185526474432751,-0.00301209310857792
RC00897_I,0,0
RC00899_I,0.00999999999953616,0.00999999999999801
RC00905_I,0,0
RC00936_I,0.00582237005094521,0.0156925492947342
RC00939_I,0,0
RC00941_I,0.00999999999953616,0.00999999999999446
RC00943_I,-0.650353278549523,-0.914880970694952
RC00945_I,0.775772353768415,1.00755028068742
RC00946_I,0.0801410953294834,0.0249553590352273
RC00955_I,0.0099999999999989,0.00999999999999995
RC00959_I,0.164441077680359,0.174148553537509
RC00961_I,-0.00999999999999024,-0.00999999999999091
RC00963_I,0.204220405724228,0.167517081498688
RC00964_I,0,0
RC00965_I,0,0.00999999999999956
RC00966_I,0,0
RC00978_I,-0.0099999999999909,-0.00999999999999091
RC00987_I,0,0
RC00988_I,0,0
RC00996_I,0,0
RC01000_I,0,0
RC01001_I,0.00999999999953616,0.00999999999998025
RC01005_I,0.0483457295907466,0.048345729590817
RC01009_I,0.0644609727876621,0.064460972787756
RC01010_I,0.00999999999953616,0.00999999999999623
RC01011_I,0.00999999999953616,0.00999999999999623
RC01013_I,0.0306733580827525,0.0506733580829618
RC01015_I,-0.753446636618228,-0.791145854432191
RC01016_I,0,0
RC01018_I,0.00999999999999868,0.00999999999999998
RC01021_I,0,0.0188960746120142
RC01023_I,0.0099999999999974,0.00999999999999895
RC01026_I,0.0099999999999974,0.00999999999999895
RC01030_I,0,9.99909351619144e-06
RC01036_I,0,0.00999999999999091
RC01041_I,-0.00290024129788734,-0.017125463319301
RC01049_I,0.0452525717199036,0.055546520133046
RC01051_I,0,0
RC01054_I,0,0
RC01055_I,-0.00999999999953616,-0.00999999999983459
RC01056_I,0.289559194371271,0.247407936108964
RC01057_I,0.473923059341236,0.402593444428282
RC01061_I,1.57689776896587,1.64898859500946
RC01066_I,0.15625187268573,0.168348122165965
RC01070_I,0.347640065290673,0.422086682302351
RC01072_I,0.00999999999953616,0.00999999999999956
RC01082_I,0,-0.00999999999981992
RC01083_I,0.00999999999953616,0.00999999999999623
RC01092_I,0.0099999999999989,0.00999999999999995
RC01093_I,0,0.00999999999999091
RC01095_I,0,-0.0325723915683986
RC01100_I,0,0
RC01101_I,0,0
RC01103_I,0,0
RC01108_I,0,0
RC01121_I,0.313412826339443,0.313412826339492
RC01123_I,0.0211017022469471,0.0211017022469504
RC01126_I,0,0
RC01127_I,-0.0119392652246144,-0.0119392652250529
RC01130_I,0.00999999999953616,0.0199999999999991
RC01132_I,0,0
RC01134_I,0.019608204327553,0.0255321918619896
RC01135_I,0.00999999999953616,0.00999999999999623
RC01137_I,0,0
RC01138_I,0,0
RC01154_I,0,0
RC01167_I,0,0
RC01168_I,0,0
RC01184_I,0,0
RC01185_I,0,0
RC01186_I,0,0
RC01187_I,0.0290913682337124,0.0269554796908852
RC01201_I,0,0
RC01206_I,0.00999999999999996,0.00999999999999996
RC01218_I,0,0
RC01220_I,0.68229254377321,0.946820235919999
RC01224_I,0,-0.00999999999999091
RC01227_I,0.386216125082251,0.356122880731291
RC01229_I,0,0
RC01230_I,0.01,0.00999999999999956
RC01231_I,0,0.00999999999999956
RC01234_I,0.00999999999953616,0.00999999999999801
RC01252_I,0,0
RC01262_I,0,0
RC01266_I,-0.101056952841933,-0.101056952842027
RC01268_I,0,0
RC01269_I,0,0
RC01274_I,0,0
RC01280_I,0.229859721949805,0.338553216472357
RC01281_I,0.02528781719028,0.0255653401188507
RC01290_I,0.00999999999953616,0.00999999999998025
RC01301_I,0.00999999999953616,0.00999999999999801
RC01310_I,0,0
RC01315_I,0,0
RC01318_I,-0.0178383465384847,-0.0153454747490566
RC01321_I,0.0664854041896611,0.063698582500072
RC01326_I,0.0966323706758373,0.0969263190882755
RC01334_I,0.00315767715180471,0.00315767715181314
RC01351_I,0.0123258154803666,0.0235672156524765
RC01357_I,0.00999999999953616,0.0199999999999872
RC01364_I,0.00999999999953616,0.00999999999999801
RC01372_I,0,0.00999999999999712
RC01375_I,0,0
RC01378_I,0,0
RC01384_I,0,0
RC01393_I,0,0.00999999999999002
RC01397_I,0.00810227866013404,0.0199999999999982
RC01402_I,0.00999999999999956,0.00999999999999994
RC01410_I,0,0
RC01415_I,0,0
RC01431_I,0,0.00999999999999797
RC01463_I,0.001941705164703,0.00194170516470296
RC01468_I,0.00999999999953616,0.00999999999999801
RC01470_I,0.216520089607155,0.232298777953099
RC01481_I,0.0099999999999838,0.00999999999999068
RC01483_I,-0.00164817524238551,0
RC01494_I,0.00999999999953616,0.00999999999999801
RC01495_I,0.00999999999953616,0.00999999999999623
RC01496_I,0.0108239209635689,0.0101880867050303
RC01497_I,0.0164656449492071,0.0160098010158536
RC01498_I,0.00999999999976353,0.00999999999993278
RC01500_I,0,0
RC01512_I,-1.57689776896587,-1.64898859500946
RC01513_I,0.608996404199317,0.848443274756218
RC01514_I,0,0
RC01518_I,-0.979175654464065,-0.800545320253239
RC01528_I,0.00999999999999024,0.00999999999999079
RC01529_I,0.299559194371261,0.257407936108954
RC01547_I,0,0
RC01560_I,0.0801657491765743,0.0145220828179373
RC01561_I,0,0.00999999999999091
RC01567_I,0,0
RC01569_I,0.0423952537258152,0.0463983915363745
RC01570_I,0,0
RC01595_I,0.0119668335939878,0.0119668335945553
RC01600_I,0.0337432029738857,0.0369903736089745
RC01602_I,0,0
RC01616_I,0.00999999999953616,0.00999999999999801
RC01639_I,0.00999999999999091,0.0199999999999864
RC01641_I,-0.154779597185626,-0.13870396805447
RC01655_I,0.672292543773673,0.926820235920179
RC01658_I,0.0211017022469471,0.0211017022469504
RC01663_I,0,0
RC01664_I,0.0480795179604022,0.0519514556139269
RC01665_I,0,0
RC01681_I,0,0
RC01682_I,0,0
RC01687_I,0,0
RC01704_I,0.00999999999953616,0.00999999999999596
RC01710_I,0,0
RC01711_I,0,0
RC01724_I,0.0152525717203765,0.0255465201330564
RC01737_I,0,0
RC01752_I,0,0
RC01758_I,0,0
RC01759_I,0,0
RC01768_I,0.138960796784892,0.0559354328498799
RC01769_I,0,0.00999999999999623
RC01786_I,0.162598837380403,0.174806142339666
RC01787_I,0.00359734768775979,0.0055060043557054
RC01793_I,0,0
RC01794_I,0,0
RC01795_I,0,0
RC01799_I,0.0317195460585939,0.0317195460590489
RC01801_I,0,0
RC01802_I,0.0308596908563491,0.0308596908568041
RC01814_I,0,0
RC01815_I,0,0
RC01816_I,0.00196486697507225,0.00392170115938982
RC01818_I,-0.15503718877224,-0.155037188772451
RC01819_I,-0.0584048180964025,-0.0581108696841756
RC01827_I,-0.00999999999999091,0.00999999999999091
RC01829_I,0.164779597185617,0.12870396805448
RC01830_I,-0.154779597185626,-0.13870396805447
RC01843_I,0.164779597185617,0.12870396805448
RC01844_I,0,0
RC01855_I,0,0
RC01857_I,0,0
RC01863_I,0.0846262778340895,0.0175977760882513
RC01870_I,-0.00999999999999091,-0.00999999999999002
RC01876_I,0,0
RC01878_I,0,0.00999999999998735
RC01890_I,0.0870166781285046,0.0842298564391429
RC01896_I,0.00999999999999091,0.0199999999999864
RC01903_I,0,0
RC01904_I,0.00999999999999091,0.00999999999999068
RC01905_I,0.0099999999999838,0.00999999999999068
RC01909_I,0,0
RC01920_I,0.01,0.00999999999996604
RC01923_I,0,0.00999999999999091
RC01926_I,0,0.0099999999999989
RC01931_I,-0.00999999999999089,-0.00698790689141298
RC01938_I,0,0
RC01951_I,0.00294319736951812,0.00294319736954161
RC01956_I,0,0
RC01959_I,0,0
RC01960_I,0,0
RC01961_I,0,0.0228459892813905
RC01968_I,0.05388013343522,0.0579967200352421
RC01969_I,0.05388013343522,0.0579967200352421
RC01975_I,0,0
RC01978_I,0.00999999999953616,0.00999999999999629
RC01987_I,0,0
RC01993_I,-0.00999999999953616,-0.0297060515877232
RC01998_I,-0.0306733580827525,-0.0506733580829618
RC02003_I,0.0211017022469471,0.0211017022469504
RC02016_I,0.0122913254317696,0.0122913254317706
RC02017_I,0,0
RC02018_I,0,0
RC02019_I,0,0
