Row,PFD
BIO0001_I,8.76911421414045
BIO0002_I,35.0281868979409
BIO0003_I,1.43653184094964
BIO0004_I,0.0571428571428052
BIO0005_I,0.281693001795033
BIO0006_I,2.90231888017506
BIO0007_I,0.21831821964315
BIO0008_I,0.987866579595397
BIO0009_I,0.446226659336575
BIO0010_I,6.47503631946051
BIO0011_I,0.769709657126064
BIO0012_I,-0.100455963015165
BIO0013_I,0.191074482405099
BIO0014_I,0.212469997168868
BIO0015_I,0.000647503631946051
BIO0100_I,0
BIO0101_I,0
BIO0102_I,0
BIO0103_I,0
BIO0104_I,0
BIO0105_I,2.9872370297875
BIO0106_I,3.487799289673
BIO0107_I,0
DGR0001_I,65.151436993763
DGR0002_I,8.22658270263243
DGR0003_I,1.29012656879
DGR0004_I,3.50970293877386
DGR0005_L,1.67126005520571
DGR0006_L,12.9342480203519
DGR0007_L,12.9342480203519
DGR0008_L,65.151436993763
DGR0009_L,8.22658270263243
DGR0010_L,1.29012656879
DGR0011_L,0.354100908053174
DGR0012_I,0.354100908053174
DGR0013_L,0.107755220257552
DGR0014_L,0.107755220257552
DGR0015_L,0.107755220257552
DGR0016_I,0.107755220257552
DGR0017_I,0.107755220257552
DGR0018_L,1.25352191936682
DGR0019_I,1.25352191936682
DGR0020_L,0.300477516585489
DGR0021_I,0.384068930766713
DGR0022_L,0.0835914141812239
DGR0023_I,0.0835914141812239
DGR0024_I,0.0835914141812239
DGR0025_L,0.0336692050721742
DGR0026_I,0.0336692050721742
DGR0027_L,1.7564191441717
DGR0028_I,1.7564191441717
DGR0029_E,0
DGR0029_L,0.0116796259623778
DMN0001_I,0
DMN0002_I,0
DMN0005_I,0
DMN0006_I,0.000886263049665104
DMN0007_I,0
DMN0008_I,0.0101832849393228
DMN0009_I,0.00999999999993406
DMN0015_I,0
DMN0017_I,0
DMN0018_I,0
DMN0020_I,0
DMN0021_I,0
DMN0022_I,0
DMN0023_I,0
DMN0024_I,0
DMN0025_I,6.57113252700015e-15
DMN0026_I,0
DMN0027_I,0.00886702019931462
DMN0030_I,0
DMN0031_I,2.22044604925031e-16
DMN0032_I,0
DMN0033_I,0
DMN0034_I,2.8421709430404e-14
DMN0035_I,0.00999999999990564
DMN0038_I,0
DMN0039_I,0
DMN0040_I,0
DMN0041_I,0
DMN0042_I,0.00999999999998114
DMN0043_I,0
DMN0044_I,0.00231628144767894
DMN0046_I,0
DMN0047_I,0.0044013657718045
DMN0048_I,0.0141517775256879
DMN0054_I,0
DMN0055_I,0
DMN0057_I,0.00999999999999446
DMN0058_I,0.00813644303388372
DMN0059_I,0.00999999999987722
DMN0060_I,0.00999999999998913
DMN0061_I,0.00999999999998913
DMN0062_I,0.00999999999996959
DMN0063_I,0.00999999999999623
DMN0064_I,0.00999999999997599
DMN0065_I,0.00999999999999623
DMN0066_I,0.0072300176736744
DMN0067_I,0
DMN0068_I,0.00999999999998735
DMN0072_I,0.617491045708751
DMN0073_I,0.00999999999999446
DMN0075_I,0
DMN0077_I,0
DMN0078_I,0
DMN0080_I,0.989986844081003
DMN0082_I,0.00999999999999801
DMN0083_I,0.00471221408683828
DMN0084_I,0
DMN0085_I,0
DMN0086_I,0
DMN0100_I,0
DMN1001_I,0
DMN1004_I,0.00999999999999091
DMN1005_I,0
DMN1006_I,0.00999999999999091
DMN1007_I,0.00999999999997669
EX00001_E,11.0983105646303
EX00002_E,0
EX00007_E,-96.2635485601787
EX00009_E,8.7762291639018
EX00011_E,71.2042877325663
EX00014_E,22.9918892113752
EX00016_E,0
EX00018_E,-0
EX00019_E,0
EX00020_E,0.000293948412297235
EX00021_E,0
EX00022_E,0
EX00025_E,0
EX00026_E,0
EX00027_E,2.68486665611857
EX00031_E,0
EX00032_E,0
EX00033_E,0
EX00037_E,0
EX00041_E,0
EX00042_E,4.0586025456726
EX00047_E,0.930225039345169
EX00048_E,0
EX00049_E,0
EX00051_E,0
EX00054_E,-0
EX00058_E,4.65536883355063
EX00059_E,1.14261963521742
EX00061_E,0.02850998794626
EX00062_E,0
EX00064_E,0
EX00065_E,0
EX00067_E,0.0299999999999478
EX00068_E,0
EX00072_E,-0
EX00073_E,1.00525168114234
EX00074_E,0
EX00075_E,0
EX00077_E,7.35522753814166e-16
EX00078_E,0.323476729221312
EX00079_E,5.55111512312578e-16
EX00080_E,15.4144464958836
EX00081_E,0
EX00082_E,0
EX00084_E,0
EX00086_E,1.54984561088881
EX00089_E,1.0842021724855e-19
EX00093_E,0
EX00094_E,0
EX00095_E,0
EX00097_E,0
EX00099_E,0.0100000000000062
EX00101_E,0
EX00106_E,2.91375643368692
EX00108_E,-0
EX00109_E,0
EX00111_E,-0
EX00114_E,-0
EX00116_E,0
EX00121_E,-0
EX00122_E,-0
EX00123_E,1.43704983007674
EX00124_E,0
EX00127_E,0
EX00130_E,0
EX00132_E,0
EX00133_E,-0
EX00134_E,0
EX00135_E,0.321172162150713
EX00137_E,1.81836357494684e-14
EX00140_E,0.0648538594198514
EX00141_E,2.48065457064683e-16
EX00143_E,0
EX00147_E,0
EX00148_E,0
EX00149_E,-0
EX00152_E,1.58697348685667
EX00153_E,0.00749639771671978
EX00156_E,0
EX00157_E,0
EX00158_E,-0
EX00159_E,3.46944695195361e-17
EX00160_E,0
EX00162_E,0
EX00163_E,0
EX00164_E,9.42452234568363
EX00166_E,0.549608794834262
EX00167_E,0
EX00170_E,0.0199999999998397
EX00178_E,0.0503447916472403
EX00181_E,2.1462866206523e-14
EX00183_E,9.43689570931383e-16
EX00185_E,0
EX00186_E,0.00747873656755792
EX00187_E,0
EX00188_E,0
EX00189_E,6.35292363150337e-05
EX00191_E,0
EX00194_E,0.00342257851088033
EX00197_E,0
EX00208_E,0
EX00212_E,0
EX00214_E,0.239276933770021
EX00219_E,0
EX00233_E,0
EX00239_E,0
EX00242_E,2.61040275080153
EX00243_E,0
EX00245_E,0
EX00249_E,0
EX00250_E,0.000272486650092563
EX00253_E,0.00625934746460644
EX00255_E,0.0244268857835503
EX00256_E,2.77555756156289e-17
EX00257_E,-0
EX00259_E,-0
EX00262_E,0
EX00266_E,0.027194695375274
EX00268_E,0
EX00272_E,0
EX00288_E,0
EX00294_E,0
EX00295_E,0.0244457259378637
EX00299_E,0
EX00301_E,0
EX00311_E,0
EX00314_E,0
EX00315_E,0
EX00318_E,0.0099999999999838
EX00320_E,0
